Date,BON037(Total),SAA Benchmark,Peer Group
2018-11-30,0.0,-0.2976913146999993,0.0
2018-12-31,-0.888418254512402,-0.4638455705271771,-1.0731584711704545
2019-01-31,1.6411549964406413,2.0324308186144613,1.4510476896471447
2019-02-28,4.657887406774885,5.427504364420743,4.09072452056829
2019-03-31,6.68469373286007,6.922112207851838,6.330590565068239
2019-04-30,5.886436107171367,5.876234707284489,5.221685103358786
2019-05-31,3.231890904941337,3.050717253430091,2.0932272757146153
2019-06-30,4.259722311932124,4.308740113589415,3.3076898383085807
2019-07-31,3.7715616995357637,4.3163204947152645,3.194902015635148
2019-08-31,3.292175743027226,4.213384228492667,3.340412356843858
2019-09-30,2.3121618251492837,2.5232824389454844,1.9838043019039686
2019-10-31,0.6774453727548257,1.0307153928780899,0.7131655555814964
2019-11-30,2.7037420919310495,2.7754845738520606,2.6692172559678484
2019-12-31,0.5577621787468123,1.0529722926507779,1.1551910477701322
2020-01-31,3.7522221456206317,4.018108612098148,3.1722703766975613
2020-02-29,-1.4882999658923812,-0.7309723753379016,-1.6974698322780646
2020-03-31,-10.505497523071716,-7.414144993061322,-10.313202209083915
2020-04-30,-9.77304852544073,-6.963034576003646,-8.929481507758307
2020-05-31,-4.947682820766108,-2.05921565173659,-3.9357252592938097
2020-06-30,6.412570893872371,6.729619158860456,6.504095416890299
2020-07-31,3.2194555074114284,3.929332994655499,3.562391627510264
2020-08-31,2.337892566189659,2.8757148312275493,2.7996598028722897
2020-09-30,1.2520211837935946,1.4637220920766802,1.3992967698665426
2020-10-31,1.2294776814503416,1.2208254740021296,0.9066632648701667
2020-11-30,4.619441370378907,4.577889399114365,4.658651377509826
2020-12-31,5.196937003979407,5.623431034600612,6.325402390609858
2021-01-31,4.358239021273103,4.973627312151474,6.0031086750068186
2021-02-28,-0.3197246637189899,0.013251715468709513,1.1440406243617973
2021-03-31,2.101015351265234,1.7783859088469578,2.3524979162987902
2021-04-30,4.256825373216966,3.6823963148155947,4.178266405685704
2021-05-31,5.546333632588785,5.000937865098298,4.914060765641892
2021-06-30,4.61247872514472,5.036090136203097,4.2891914230558825
2021-07-31,4.262492504457249,4.907867079313433,3.7195299598002274
2021-08-31,4.81878281491781,5.461806575222949,4.046189080112894
2021-09-30,1.0293418653891662,1.3001677847186421,1.276996857545587
2021-10-31,-1.4157178165071782,-0.6335341055875077,-0.02533594674047901
2021-11-30,-1.7379719698200846,-0.5377805851003781,-1.0237097878907808
2021-12-31,1.7095757703872394,2.364646919001734,1.8480026888817225
2022-01-31,0.7596342228021857,0.6115317127640241,-0.6942253357869799
2022-02-28,-2.5556518999339084,-2.8557596061486445,-1.9339524964209098
2022-03-31,-4.419872337917285,-3.8483163957871103,-2.836709338633092
2022-04-30,-3.7769518374863864,-3.4024935716054805,-1.7595235761447503
2022-05-31,-2.524259444513688,-2.4055429960845087,-2.0708760155537576
2022-06-30,-5.418641712038608,-5.701201365994002,-6.2598991789916125
2022-07-31,-0.7880540335127417,-0.5039382533839176,-1.7126412597108676
2022-08-31,-1.6878887749492755,-1.1960960640860274,-1.385652893747491
2022-09-30,-1.3771968086159547,-1.1768318270266587,-1.2161999509887278
2022-10-31,-2.09954308224799,-1.7582433415770482,-1.6500143249988386
2022-11-30,3.104476489326813,2.682042807815832,2.019195705161514
2022-12-31,3.6554649677093876,3.456779785884212,3.6023008325247297
2023-01-31,4.36623507093119,3.332721276162798,3.893593745797941
2023-02-28,-0.3790808199794271,-0.17563387084468252,0.16170259875512016
2023-03-31,4.852863163888288,4.542190411022884,3.372298283932218
2023-04-30,2.3776060454381964,2.581235641925561,1.4386293781739612
2023-05-31,2.2122391614811,2.6884475887370085,1.5597598334573304
2023-06-30,0.1143555859537626,1.6718806737012537,1.2580025337687095
2023-07-31,0.47122196479771894,1.9569753945687829,1.3639391413416968
2023-08-31,1.5735440571155168,2.7008206839922666,2.070811911955084
2023-09-30,-1.3660854019403423,-0.6732199057179145,-1.0250035660488543
2023-10-31,-4.2938530840670674,-3.5851631731954714,-3.921321171454384
2023-11-30,-0.819967335716576,-0.40190186431755537,-0.5813247381930786
2023-12-31,4.479463948847373,4.947961416285085,5.052501644995178
2024-01-31,6.849465934250043,8.444477504135527,7.717356011581877
2024-02-29,5.28739875081079,6.347811292384531,5.678732607043813
2024-03-31,4.536170073175483,5.555562373511225,4.336195441092294
2024-04-30,1.699874654735689,1.3982126522725569,1.3428126040385013
2024-05-31,0.900780472050644,0.8266116779534816,0.7995476969538506
2024-06-30,-0.21280955190735584,-0.20174509583633649,-0.44903915960111673
2024-07-31,4.522025160927412,5.063740230305358,3.981610448419759
2024-08-31,3.835321157822724,4.312480613680969,3.475567431109128
2024-09-30,4.199809081233319,4.364635281045004,3.9077045480791384
2024-10-31,1.2027411879682148,1.4988339351466484,1.3002054433886245
2024-11-30,2.9911306898082524,3.689934797194927,3.0790133086334937
