Date,PMP_Duration,SAA Target,Peer Group
2022-12-31,-1.463522233515524,-1.813100930488365,-0.7986237338674651
2023-01-31,2.53439238467712,2.557300360011694,2.117746982855806
2023-02-28,-1.7555645384337737,-1.7343682032907926,-0.9992022406809853
2023-03-31,2.4422812221031043,2.744403693267361,1.9732118091224882
2023-04-30,0.17820047318231058,-0.03491026063282554,0.3270145457160867
2023-05-31,-0.7187749308750324,-0.6447216735279149,-0.4940654660525734
2023-06-30,-0.7436211604829102,-1.1256955927713808,-0.5806646483752176
2023-07-31,0.3551008194524474,0.2216613358212216,0.5009749610147107
2023-08-31,-0.18442045383825212,0.1658489408107533,0.2796868326558899
2023-09-30,-1.9197803819763437,-1.8115681258091376,-1.114943481649655
2023-10-31,-1.2833068290145633,-1.3743238585971929,-0.9145426152545322
2023-11-30,3.3014113989326743,3.24409493822424,2.3357236838333906
2023-12-31,3.1369211284433485,2.94543354958261,2.22153725846177
2024-01-31,-0.20347406466943996,-0.09745305821978745,0.04868938870432604
2024-02-29,-0.553550088734478,-0.6747433684337056,-0.13759998977793675
2024-03-31,0.9176018713946466,0.9602023531265713,0.8193615702501766
2024-04-30,-1.937974377001761,-1.954630329649798,-1.3618584149353685
2024-05-31,0.7183773084564082,0.6127363676635245,0.6288778800187522
2024-06-30,0.5245001914974345,0.7278247955737394,0.544852813635277
2024-07-31,1.684294885318094,1.7712818041932366,1.2571317743347743
2024-08-31,0.9369089148906218,1.0905528973734535,0.88796876002879
2024-09-30,0.8647216878596709,0.7321777502701687,0.6276024365440724
2024-10-31,-2.2023366677959344,-1.8095939693763996,-1.195790796570051
2024-11-30,1.219979297999041,1.1958735278418064,0.9202793283006772
2024-12-31,-0.3853302761778421,-0.3843581624244585,0.030599085979865492
2025-01-31,0.4291069044963791,0.29710063232448736,0.3396220459991106
2025-02-28,1.3329133569953466,1.1649109491350895,0.8979514636981323
2025-03-31,0.34826172788335885,-0.1731302784947708,0.003591978645123284
